,title,review
135,에듀윌 토익 실전 LC+RC,최신 기출 유형이 잘 반영되어 있어 책 한 권만으로도 완벽한 토익 준비가 가능합니다. 출판사에서 진행하는 기대평 이벤트 참여
136,로마로 가는 길,"제 로망이 이탈리아 여행인데, 여기에도 순례길이 있었네요? 표지도 너무 이쁘고. 코로나 잠잠해져서 얼른 떠날 수 있기를... 올 여름 휴가지에서 읽을 책으로 픽!"
137,쾌락독서,키득거리면서 재미있게 읽었다. 유머와 뭉클함이 공존하는 책. 글을 너무 잘쓰신다!!!
138,공주는 어디에 있는가,읽으려는데 댓글알바들 때문에 거북해서 읽기 싫어진다..;
139,영원한 우정으로 1,"간만에 이누나 사고를 쳤다. 전작들도 다재미있었지만, 이번작품도실망감!%도없는작품이다"
140,나무의사 2차 서술고사 (서술형 필기+실기시험 대비),"유일 나무의사2차 대비 책으로 내신것 치고는 지나치게 급하게 낸 느낌입니다. 오탈자, 오류가 좀 많습니다. 개정표만 보고 고치기에도 일이구요."
141,나나 (반양장),영혼없이 생활 가능나는 저 상황에서 일주일 안에 내 몸을 찾을 수 있을까
142,물고기는 존재하지 않는다,완전한 책이다. 그러나 완벽하진 않다.
143,에듀윌 토익 실전 LC+RC,저 같은 토린이에게 딱 적당한 책이었어요! 무료인강이 제공되어서 유용하게 사용했습니다. 최신 기출이 반영되어서 그런지 실제 시험과 유형이나 난이도가 많이 비슷하더라고요. 오늘도 에듀윌 인강보고 열심히 공부해서 토익 고득점 노려보겠습니다-출판사에서 진행하는 기대평 이벤트 참여
144,나 혼자 교환일기 2,제목에 이끌려 시작했지만 가치가 있는 기대 되는 만화.. 누구의 이야기도 될 수 있는
145,설득,일단은 읽어야 할 최고의 명작! 감각적인 표지와 깔끔한 번역! :)
146,베스트 일레븐 Best Eleven 2022.8,밀란의 오래된 팬으로서 이런 특별한 잡지를 만들어주신 베스트일레븐에 감사드립니다. 표지부터가 근본이 넘치네요. 영구소장 할만한 잡지입니다. 강력추천!^^ FORZA MILAN!!!!!!!
147,신기한 현상 사전,"요시타케 신스케의 책이라 망설임 없이 구매, 밴드 왜건 효과, 땅멀미, 피에로 공포증, 관찰자 효과가 뭔지 궁금하면 책을 보면 됩니다^^ 신스케의 그림으로 이해도 증가."
148,고을 goeul vol.4 : 대구,전통적인 식당과 모던한 식당 모두 다 자세한 설명과 함께 잘 정돈되어 있어서 정말 좋았습니다. 뿐만 아니라 주요 관광지 지도와 유명한 빵집 책자도 있습니다. 한마디로 대구의 식도락 문화를 한꺼번에 느낄 수 있는 잡지입니다. 대구 사람으로서 이런 잡지를 만들어주셔서 감사할 따름입니다.^^
149,로마로 가는 길,"산티아고 순례길을 다녀온 자로서, 로마 순례길은 어떻게 다가올지 기대하며 기다렸습니다! 이태리 부부님 팬이에요^^"
150,야쿠자의 덕질 1,야쿠자가 남돌 덕질이라니 엄청 궁금하네요ㅋㅋ
151,에듀윌 토익 실전 LC+RC,"실제 토익 시험지와 유사한 크기이고, 문제도 실제 시험과 비슷한 퀄리티여서 토익 공부하기에 좋을 것 같아요! (출판사에서 진행하는 기대평 이벤트 참여)"
152,서부 전선 이상 없다,전쟁의 참상을 고발하는 소설
153,드로잉의 정석,굿
154,야쿠자의 덕질 1,포카 탐나서 주문합니다^^
155,착한 소비는 없다,나의 소비 활동이 생태계에 어떤 영향을 주는지 잘 알아보고 선택하자.
156,왜 파타고니아는 맥주를 팔까,‘ESG‘바람과 함께 기업들의 경영철학도 사회와 환경을 생각하는 좋은방향으로 가고 있음을 알게 되었습니다. ACES의 4가지 원칙도 관련 사례도 재밌었습니다. 좋은 책이고 깨어있는 책입니다.
157,100% 네이티브 영국 영어,매번 유튜브 오디오클립으로만 듣다가 직접 책을 사서 함께하니 더 집중해서 영어를 할 수 있어 너무좋아요 :)
158,난중일기,이순신 장군의 난중일기를 통해 역사적 의미와 인간적 모습까지 만나볼 수 있을것 같은 귀한 기회라 생각됩니다.
159,"풍덩, 공룡 수영장",어릴적 놀던 풍경이 떠오릅니다. 진흙구덩이에서 마음껏 뛰돌던 때였는데 이 그림책은 어릴적 동심을 일깨워 주는 한폭의 그림같은 책이라 생각합니다. 워터파크보다 훨씬 더 재미있고 인간적인 소나기처럼 시원한 수채화와 같은 내용이네요.
160,고대 그리스에서 1년 살기,고대 그리스의 생활사를 1년 열두달로 나눠서 마치 소설을 읽듯이 만나볼 수 있다는 점에서 굉장히 흥미롭고 재미있을것 같은 책입니다.
161,에듀윌 토익 실전 LC+RC,실제 시험과 유사한 유형으로 구성되어 대비로 적절 출판사에서 진행하는 기대평 이벤트 참여
162,너무 외로워서 레즈비언 업소에 간 리포트,앙큼한 주제지만 전혀 내용만큼은 앙큼하지 않는 그럴 수 있는 일대기.
163,헤어질 결심 각본,지난 십사 일 동안 그책을……. 내가 언제 그책을 안 산다고 했어요?
164,세상 쉬운 엄마표 영어,자칭 진짜 영알못인 엄마가 전하는 진짜 엄마표 이야기. 영어 뿐만이 아니라 모든 엄마표를 시작하는데 있어 기본이 되는 책이라고 생각합니다. 내 아이를 제대로 알고 즐겁게 인도할 수 있는 아이도 엄마도 쉬운 엄마표 영어 이야기.
165,밥 프록터 부의 확신,"교양있고, 정서적으로 충만한 부모 밑에서 자랐다면 굳이 이런 책을 볼 필요가 없다. 삶에 대한 긍정적인 태도를 배웠을테니. 이 책은 그런 기회를 갖지 못한 이들에게 만회할 수 있는 힌트를 준다. 삶의 질을 결정하는 건 결국 삶을 대하는 ‘태도‘ 다."
166,요즘 사는 맛,"제목만 보고는 다들 무슨 맛에 사나 궁금했다. 먹는 거에 시들해지는 순간,정말 사는게 사는것 같지 않지."
167,문화와 국민행복 : 문화국가 만들기,꼼꼼하게 포장해주시고 발송할 때 문자 보내주셔서 좋았습니다. 더불어 책 상태도 깨끗했습니다.
168,에듀윌 토익 실전 LC+RC,여러 문제집을 공부해 본 결과 최신 기출 유형이 잘 반영되어있기도 하고 오타도 적어서 추천하는 책! - 출판사에서 진행하는 기대평 이벤트 참여
169,패션과 의상 박물관,옥의 티라면 문체가 번역글같은 부자연스러움이 있고 1900~1919년대의 패션 스타일 빠지고 쓱 넘어가네요 이시기의 서유럽 패션도 꽤나 흥미로운데요
170,나는 당신이 경매공부를 시작했으면 좋겠습니다,"경매 하면 막연히 어렵고 힘들것이라는 선입견을 가지고 있어서 선뜻 도전하기가 힘든데, 투자N님의 책을 읽으니 어쩌면 나도 해낼 수 있겠다는 자신감이 생기더라구요. 조금씩 기초적인 것들을 공부한 뒤 투자N님을 실제로 만나뵙고 싶네요 : )"
171,거래의 기술,책읽어보면 왜 거래의 기술인지 절실히 느껴지는 책 ㅎㅎ. 모든 상황과 사람의 유동성을 이용해 딱 맞아들게 거래했을때 본인한테 좋은 거래가 되어버림. 개인적으로 영감을 정말 많이 받은 인생책. 물론 객관적이진 않겠지만 유쾌하고 진솔하고 엉뚱하고 대담한 트럼프의 모습이 느껴짐.
172,프렌즈 캐나다 : 밴쿠버.토론토.몬트리올.퀘벡.로키,"캐나다로 당장 떠나고 싶게 만드는, 캐나다의 다양한 매력을 알 수 있는 멋진 가이드북!!캐나다 여행갈 때 꼭 챙겨야 할 가이드북입니다^^"
173,,트렌디한 여행책 <트립풀 제주> 너무 기대됩니다!제주도로 금방이라도 떠나고 싶을 듯 해요 ~^^
174,그림자를 이으면 길이 된다,꼭 이 분이 많은 사람들이 볼 수 있는 형태로 기록해주길 바랐는데 이렇게 책으로 만나볼 수 있어 기쁩니다!
175,자본주의의 미래,번역이 문제인건가…왜 이렇게 안 읽히지
176,리차드 위트컴,우리가 위트컴 장군을 기억해야 할 차례라는 저자의 의견에 100퍼 공감합니다.
177,탁월함의 그릇,어떻게 하면 성공할 수 있는지 물어오는 많은 이들에게 저자는 스스로 배운 것들을 삶에 적용해 오면서 수많은 시행착오를 겪었다고 이야기하고 있다. 이 책에는 그가 깨달은 것들을 하나의 법칙처럼 이야기하고 있지만 결국 자신이 만들어낸 성과의 결과다.
178,들썩들썩 지구를 흔드는 바이러스,"이 책은 서울 과학교사 모임 추천도서이며, 질병과 바이러스의 앞으로의 대비책, 미래 새로운 세계의 기술까지 함께 다뤄 놓았습니다. 계속해서 발생할 바이러스에 대해 많은 과학자 및 의료진들의 노력이 필요할 것 같습니다. 더불어 국민들의 노력도 필요할 것입니다."
179,나를 향해 걷는 열 걸음,인생을 긍정적으로 바라보고 나에 대한 자신감과 확신을 가지고 인생을 살게 힘을 주는 책
180,"풍덩, 공룡 수영장",여름날 예쁜 기억들을 떠올리게 해줄 그림책 :)
181,"풍덩, 공룡 수영장",엄청재밌음
182,"김용균, 김용균들","우리나라는 말만 선진국이지 노동현장에서는 아직도 후진국형 사고가 많이 일어난다. 예방할 수 있었음에도 그러지 않았고 그들은 다시 돌아올 수도 없다. 지금도 현장에서는 목숨 걸고 일하고 있지만 현 정부는 친기업, 투쟁하는 노동자들에게 공권력을 행사한다. 연대하고 투쟁할 준비가 되어 있다."
183,2022 에듀윌 전산세무 2급 기출문제집,독학으로 전산세무 2급 취득을 할 수 있을 것 같습니다.[서평단 이벤트 참여]
184,숨은 붙어 있으니 살아야겠고,"무기력하다고 느낄 때, 왜 무기력한지 궁금할 때, 어떻게 무기력에서 벗어날지 궁금할 때,,, 무기력의 메커니즘을 알 수 있어서 나의 경우, 해결의 실마리를 잡을 수 있었다. 강추합니다!"
185,잠깐만 버튼,나에게 잠깐버튼이 있었다면 하지않았을 말들을 떠올리곤 후회할걸알면서도 하고야마는 순간의 선택들을 생각해보게 되었습니다
186,동네에 답이 있다,"앞집에도 옆집에도 누가 사는지 모르는 시대가 된지 한참이다. 고립된 도시, 사람의 향기와 사람의 촉감이 그립지만 누구도 어떻게 해야할지 알지 못한다. 허나 누군가는 새로운 꿈을 품고, 새로운 씨앗을 심고 있다. 학문과 현장을 겸비한 저자가 그 길을 제시해준다."
187,헤어질 결심 각본,출고됐다니 너무 행복해요♥︎영화도 7번 봤는데각본은 그 이상 읽을 듯해요♡잘 읽겠습니다!
188,엑시트 EXIT (리커버),"그동안 읽은 자기계발서 중에서 손에 꼽힐 정도입니다.주변 분들한테 선물하기도 하고 추천하기도 했는데 다들 좋아했어요. 특히 책에 나온 사례들이 인상깊었습니다. 주변에서 볼 수 있는 사람들, 어쩌면 내 이야기이기도 하기에 평범한 저라도 할 수 있을 것 같다는 생각이 들었어요."
189,난중일기,필독서임에도 불구하고 제대로 읽어본 적이 없네요. 고심하고 애통한 그날의 모습이 무척 궁금합니다.
190,평범한 그는 어떻게 상대의 마음을 단번에 읽어낼까?,"사람사이의 관계에서 언행,어휘,행동등으로부터 그 사람의 생각등의 정보를 얻어낼수 있다고함"
191,구글 브레인 팀에게 배우는 딥러닝 with TensorFlow.js,"tensorflow와 자바스크립트의 조합이라니? 라고 생각하면 오산!자바스크립트의 특성을 잘 살려 구성되었다. 딥러닝,머신러닝에 대한 개념설명과 더불어 실습을 통해 workflow를 경험하며 예측모델 구현 및 강화학습도 진행한다. 프론트엔드나 Node.js 기반 백엔드 개발 경험이 있는 실무자에게 강추!!"
192,어디에나 있고 어디에도 없는,"작가님은 홀어머니 밑에서 오빠2명과 힘들게 살았다고 한다. 작가님이 인도, 제주도 등에서 만난 재미있었던 사람들과의 일화와 썸타던 남사친의 장례식에 다녀온 스토리들과, 우울증에 걸려 병원에서 상담받았던 내용들이 담겨있어서 음식의 단짠단짠처럼 여러 감정들을 느낄 수 있어서 좋은 책이었다"
193,핵심 기계안전공학,산업안전보건법. 산업안전에 관한 규칙등 전면개정한 지도 오래 되었는데 2022년 2월 최신판에 개정 전 법. 규칙등이 수정없이 그대로 있어 적잖이 실망했다교수 이름으로 아직 법도 모르는 신입생이 편집도 없이 출판한 것 같다권오헌 교수도 참 무책임 하다책 값이 아깝다
194,"그리고 잘 지내시나요, 올리버 색스 박사님?",이 책은 ˝좋은 책은 편집자의 존재를 의식할 필요가 없는 책˝이라는 사실을 역설적으로 증명하기 위한 책인가요?
195,벌레를 사랑하는 기분,정말 재미있게 읽었다. 강추합니다공부하는 동안 겪은 어려움을 담담하고 구체적이지않게 서술해놓으셨지만 얼마나 힘들었을지 감히 짐작할 수 있다.곤충연구에 대한 글이 너무 흥미진진해서 지금 집안에 들어와 날아다니는 날파리에게도 관대해지고 있을정도.
196,에듀윌 토익 실전 LC+RC,"실제 시험과 유사한 유형, 난이도의 모의고사로 고득점을 목표로 공부하시는분들한테 너무 좋을 것 같아요.출판사에서 진행하는 기대평 이벤트 참여"
